,key,value
13507,怪兽,1
13508,奥特兄弟,1
13509,杰克赛文杰斯泰罗雷欧,1
13510,有班,1
13511,人面,1
13512,沸腾,2
13513,讲故事,1
13514,地铁站,2
13515,飞驰,2
13516,虎口,4
13517,16年11月20晚11点,1
13518,冰,1
13519,小屋,2
13520,唯哲,1
13521,脱险,3
13522,分离,1
13523,过半,1
13524,王子,3
13525,听过爱如潮水过火爱就一个字太想爱你,1
13526,95后,1
13527,赞抱歉,1
13528,快乐大本营,1
13529,吴昕秒,1
13530,跨年夜,1
13531,圆满,2
13532,喝愿,1
13533,燕山人海池池语陈词酒曲粒粒歌,1
13534,燕郎,1
13535,吞没,1
13536,郎,1
13537,温和,1
13538,谦逊,1
13539,人郎,1
13540,燕池,1
13541,国王,4
13542,三藏,1
13543,20年后,2
13544,艺术人生西游记,1
13545,聚首,1
13546,女儿国,5
13547,朱琳,2
13548,上场,2
13549,徐少华,2
13550,别二十年,2
13551,御弟,3
13552,万晓利,1
13553,来此曲为后会无期,1
13554,亮眼,1
13555,有头无尾,1
13556,含苞而终,1
13557,正应,1
13558,不自觉,3
13559,圣僧,1
13560,陛下,1
13561,贫僧,1
13562,去也,1
13563,原著,1
13564,若以,1
13565,嫁妆,1
13566,唐僧者,1
13567,开拍,1
13568,三天前,1
13569,国王者,1
13570,守身,1
13571,艺术人生,1
13572,相关,2
13573,澄清,1
13574,夸夸,1
13575,周杰,1
13576,八贤王,1
13577,庞太师,1
13578,任泉,2
13579,公孙策,1
13580,干尸,1
13581,几集,2
13582,昊,1
13583,淡漠,1
13584,衬衫,1
13585,袖口,1
13586,清贵逼人,1
13587,花千骨盗墓笔记古剑奇谭,1
13588,仙剑奇侠传海豚湾,1
13589,别哭,2
13590,叶天瑜,2
13591,明道,1
13592,匹敌,1
13593,看不懂,2
13594,回单家,1
13595,徐子骞,1
13596,一拳,1
13597,天瑜,1
13598,瘪,1
13599,嘴眼,1
13600,神里,1
13601,南征北战,3
13602,树立,1
13603,少见,2
13604,向乐队,1
13605,填补,1
13606,空白,1
13607,沃兹吉硕德,1
13608,末将,1
13609,于禁,1
13610,曹家世代,1
13611,赴汤蹈火,1
13612,镇魂街,2
13613,第一章,1
13614,曹焱兵,1
13615,夏铃,1
13616,呆萌,1
13617,师门,1
13618,小亮,1
13619,承包,1
13620,夜阑卧听风吹雨铁马是你冰河也是你君问归期未有期巴山是你夜雨也是你月落乌啼霜满天江枫是你渔火也是你玲珑骰子安红豆入骨是你相思也是你山有木兮木有枝心悦,1
13621,梦里,1
13622,283遍,1
13623,算上,1
13624,284遍,1
13625,99,2
13626,千,1
13627,39度,1
13628,有能力,1
13629,怪癖,2
13630,824,1
13631,快乐亲亲,1
13632,下次,2
13633,过次,1
13634,走开,2
13635,礼貌性,1
13636,实践,1
13637,选项,2
13638,马桶,2
13639,凌乱,1
13640,工作台,1
13641,小房间,1
13642,心仪,3
13643,断码,1
13644,面馆,3
13645,停业,1
13646,去别,1
13647,无数种,1
13648,无数条,1
13649,大路,1
13650,未来人,1
13651,沦为,1
13652,嘉陵江,1
13653,世外桃,1
13654,源空谷幽兰,1
13655,山水间,1
13656,徐一帆,1
13657,我的内心独白发悄悄话,1
13658,两节,1
13659,续,2
13660,黄钻,1
13661,手秒,3
13662,硬撑,2
13663,乡镇,1
13664,教师,2
13665,国庆,1
13666,2个,2
13667,留此,1
13668,兰州,4
13669,敦煌,1
13670,青海湖,1
13671,走一转,1
13672,准备好了,3
13673,卡住,1
13674,今年四月,1
13675,出发,2
13676,格尔木敦煌,1
13677,张掖,1
13678,嘉峪关,1
13679,西宁,1
13680,青海湖兰州,1
13681,两年前,2
13682,音乐节,2
13683,地边,1
13684,智睿,1
13685,打球,2
13686,球鞋,1
13687,皮鞋,1
13688,球衣,1
13689,工装,1
13690,连心爱,1
13691,篮球,1
13692,挎,1
13693,公文包,1
13694,流川枫,1
13695,土木系,1
13696,三亚,1
13697,Alex,1
13698,刨,1
13699,装作,3
13700,林妈妈,1
13701,安,4
13702,林慕安,1
13703,吉他吧,1
13704,展露,1
13705,无疑,1
13706,天津海河,1
13707,铃铛,1
13708,酷炫,1
13709,浅吟,1
13710,局促,1
13711,矫揉造作,3
13712,哗众取宠,1
13713,能以情动,1
13714,特点,2
13715,此人,1
13716,火天理难容,1
13717,迪袄,1
13718,方大同,2
13719,长卿明明,1
13720,忘情水,1
13721,忘记了爱透,1
13722,三生三世,1
13723,郑中基,1
13724,深入人心,1
13725,仙三,2
13726,两幕,1
13727,长卿,1
13728,忘记心碎,1
13729,why,1
13730,糖糖,1
13731,小白,1
13732,捉摸不住,1
13733,姐妹篇,1
13734,滑板鞋,2
13735,爱不释手,1
13736,却怕,1
13737,退路,1
13738,说好久不见,1
13739,美美,1
13740,一幅画,1
13741,跑鞋,2
13742,喝茶,3
13743,意重,2
13744,凶狠,1
13745,今年2月,1
13746,今年4月,1
13747,5分,1
13748,20秒,1
13749,皇天,1
13750,有心人,1
13751,旺盛,2
13752,年步惊云,1
13753,天下人,3
13754,元气,1
13755,老二,1
13756,老三,1
13757,石缝,1
13758,新奇,1
13759,生命力,1
13760,边塞诗像听过少年不惧岁月长尝遍异乡赠,1
13761,踏遍,1
13762,董小姐,3
13763,当所以,1
13764,南山南,3
13765,见色起意日久生情,1
13766,权衡,1
13767,利弊人,1
13768,书包,2
13769,济南城,3
13770,零下,1
13771,十几度,1
13772,灯火通明,1
13773,擦肩而过,2
13774,最少,1
13775,踢馆,1
13776,不公,1
13777,草根们,1
13778,莘莘,1
13779,学子们,1
13780,表哥,3
13781,典礼,2
13782,在场,1
13783,差点快,1
13784,20163142020年,1
13785,立帖,1
13786,泪流好几面,1
13787,范范,1
13788,纯爱,1
13789,三年后来,1
13790,三个月,3
13791,美帝,1
13792,千禧年,1
13793,18年,2
13794,几封,1
13795,铺满雪,1
13796,南国,1
13797,没感觉,1
13798,前一周晚,1
13799,清凉,1
13800,夜风,1
13801,胳膊,3
13802,课文,1
13803,雨巷,1
13804,丁香,2
13805,触景生情,1
13806,丁香花,5
13807,手老师,1
13808,大四了清楚记得小学,1
13809,后来几天,1
13810,黑布,1
13811,数年,2
13812,唐磊,2
13813,2004年2月14日,1
13814,病榻,1
13815,休克,1
13816,这自己,1
13817,西山,1
13818,小声,1
13819,后门,1
13820,暴打惊恐,1
13821,惶恐大哭,1
13822,音源,1
13823,AB面,1
13824,关上,1
13825,活该,1
13826,喜当,1
13827,爹,2
13828,资深,1
13829,倾其所有,1
13830,一无所有,2
13831,怀揣,1
13832,尼玛我总听这种云备胎的歌我是女孩,1
13833,诸如此类,1
13834,标签,1
13835,分类,2
13836,只求和,1
13837,大错特错,1
13838,世界之王,1
13839,挫,1
13840,2005年9月,1
13841,步行,1
13842,3公里,1
13843,哄,3
13844,修成,1
13845,正果,1
13846,捣蛋,1
13847,打解乏,1
13848,人大口,1
13849,漫谈,1
13850,胸上,1
13851,清秀,1
13852,妆喏,1
13853,兜里,2
13854,外人,1
13855,可歌可泣可是,1
13856,男生们,2
13857,追错,2
13858,费尽,2
13859,追上,2
13860,追不上,3
13861,犹豫不决,2
13862,原始,2
13863,出演,2
13864,戏份,2
13865,派大星,2
13866,海绵,5
13867,水母,3
13868,派,3
13869,大星,2
13870,水母派大星,1
13871,做些什么,2
13872,易友们,1
13873,回忆录,2
13874,小小苏,1
13875,回音哥,2
13876,5月2日,1
13877,村民们,1
13878,冷冷,4
13879,小招数,1
13880,语速,1
13881,小糊涂,1
13882,地图,1
13883,下一站,2
13884,幸福眼睛,1
13885,无补不知,1
13886,葫芦,2
13887,竞争,1
13888,温度,1
13889,仓库,1
13890,妈妈说,1
13891,乌龟,1
13892,过夜,1
13893,潮湿,1
13894,这几天,1
13895,爬过来,1
13896,挨着,2
13897,走动,1
13898,清晨,2
13899,有事,1
13900,彷徨,4
13901,伦敦,1
13902,裡天,1
13903,經,1
13904,那裡,1
13905,人世间,1
13906,寒来暑往,1
13907,日出日落人聚,1
13908,有才如,1
13909,万中,2
13910,无一一,1
13911,一致,3
13912,往后,1
13913,清白,1
13914,行歌,3
13915,大干,1
13916,重病,1
13917,东奔西走,1
13918,债求,1
13919,名医,1
13920,清债,1
13921,飞回,1
13922,治病,1
13923,专家,1
13924,天昏地暗我悲痛欲绝,1
13925,妈妈儿子来生再来爱你愿你在天堂一切安好我爱你,1
13926,高举,1
13927,火炬,1
13928,天理,2
13929,容,3
13930,小虎,1
13931,星星星星星星星星星星,1
13932,夏小虎,1
13933,浓墨重彩,1
13934,住进,3
13935,馄饨,1
13936,深海,2
13937,05,1
13938,缺点,2
13939,诗意,2
13940,混沌,1
13941,中国好声音的南山南,1
13942,一同,2
13943,学问,1
13944,顿,4
13945,银川,2
13946,扁桃体,1
13947,发炎,1
13948,如期,1
13949,硬梆梆,1
13950,出租屋,1
13951,薄薄,1
13952,毛毯,1
13953,咳嗽,1
13954,打来,2
13955,看店,1
13956,宗教信仰,1
13957,概,1
13958,九份,1
13959,简历,1
13960,面试,1
13961,十一月,1
13962,傻乎乎,1
13963,白馒头白馒头,1
13964,小苹果,3
13965,抨击,1
13966,老男孩,1
13967,筷子,1
13968,喜感,1
13969,显而易见,1
13970,那所谓爱情歌欧美歌,1
13971,大上,1
13972,娱乐,2
13973,85岁,1
13974,抗日战争,1
13975,建国,1
13976,经济,2
13977,锅饭,1
13978,改革,1
13979,开放到,1
13980,腾飞,1
13981,全面,1
13982,奔小康,1
13983,亲历者,1
13984,感慨万千,1
13985,酸甜苦辣,1
13986,搭上,2
13987,这座城市,1
13988,九零,3
13989,老年人,2
13990,大会,1
13991,好好地,1
13992,流传,1
13993,多广,1
13994,军人,1
13995,识字,3
13996,好不好累,1
13997,健健康康,1
13998,尽然,1
13999,午睡,2
14000,力宏抱着,1
14001,邻家,1
14002,散发,4
14003,柔和,1
14004,从那时起,1
14005,力宏,2
14006,大城,2
14007,小爱,2
14008,二哥,3
14009,为人,3
14010,父祝,1
14011,鱼塘,2
14012,满身,2
14013,泥水,1
14014,光顾,2
14015,变了,1
14016,上网,3
14017,网管,2
14018,伍佰,4
14019,狠话,1
14020,狠事,1
14021,满心,1
14022,意识到,2
14023,春风十里,1
14024,褪变,1
14025,无路,1
14026,预备唱,1
14027,猴哥,1
14028,打点,1
14029,歌台,1
14030,100多块,1
14031,差点儿,1
14032,一千条,1
14033,二胎,1
14034,我林,1
14035,坐牢,1
14036,午饭,1
14037,露头,1
14038,舞池,1
14039,傻蛋,1
14040,磕,1
14041,有张,1
14042,军体,3
14043,拳,3
14044,7天,2
14045,混合,1
14046,打了心,1
14047,美女,9
14048,拨开,1
14049,七天,2
14050,顺便,1
14051,我安然无恙,1
14052,本子,3
14053,撕开,1
14054,焦糖味儿,1
14055,露,1
14056,笑了笑,1
14057,钢笔,1
14058,主人,4
14059,小女朋友,1
14060,露天,1
14061,故技,1
14062,重施,1
14063,目睹,1
14064,走掉,1
14065,应约,1
14066,配套,1
14067,扩张,1
14068,好大好,1
14069,Iven,1
14070,everstopped,1
14071,loving,1
14072,坏事,2
14073,众人,1
14074,瞪眼,1
14075,臭,2
14076,风度,2
14077,做法,1
14078,打断,1
14079,耳畔,2
14080,爱你的事直到最后备注改成全名,1
14081,找你,1
14082,你会不会,3
14083,一天天,2
14084,积累,1
14085,同情,3
14086,自甘堕落,1
14087,抑郁,3
14088,赚大钱,1
14089,没空,1
14090,方便,3
14091,惊恐更爱,1
14092,玻璃窗,1
14093,呵出,1
14094,经纪公司,1
14095,高产,4
14096,大道,1
14097,灯泡,10
14098,不不不,1
14099,情怪,1
14100,一盏,2
14101,昏黄,1
14102,微凉,1
14103,你走,1
14104,无端,1
14105,化成,2
14106,水汽,1
14107,飘散,1
14108,来历,1
14109,电灯,2
14110,电压,1
14111,闪,3
14112,多爱,1
14113,无别,1
14114,歌路,1
14115,呼吸困难,1
14116,胎动,1
14117,56岁,1
14118,下棋,1
14119,很明显,1
14120,棋,1
14121,古楼,1
14122,询问,1
14123,邻里,1
14124,为数不多爱,1
14125,笑弯成一条桥QAQ泪目,1
14126,海底风,1
14127,不倒翁,1
14128,墨鱼,1
14129,偷渡,1
14130,银河,1
14131,酱油,1
14132,醋,4
14133,答完,1
14134,很空很空不知道,1
14135,二维码,1
14136,转动物界,1
14137,一匹,2
14138,入睡,4
14139,蒙,1
14140,一层,1
14141,绝望斑马,1
14142,热情,1
14143,夺走,1
14144,两个多月,1
14145,厮守,1
14146,教会,1
14147,华师,1
14148,阴郁,1
14149,博雅园,1
14150,窄窄,1
14151,五味杂陈,1
14152,三月一,1
14153,别至今,1
14154,泪流人,1
14155,懂得珍惜,1
14156,林菲,1
14157,书房,1
14158,小家,1
14159,湛江,2
14160,羊肉煲,1
14161,兑现,1
14162,警告,2
14163,广大,1
14164,现代化,1
14165,农机,1
14166,设备,1
14167,杯子,2
14168,微微凉,1
14169,三口,1
14170,脖子,1
14171,歪,1
14172,咣当,1
14173,掉进,1
14174,肚子,2
14175,雪糕,1
14176,舌头,1
14177,甜筒,1
14178,一圈圈,1
14179,舔,2
14180,天长地久,1
14181,地板,1
14182,睡懒觉,1
14183,小狗,3
14184,梦话,1
14185,第不知道,1
14186,园艺,1
14187,几百亩,1
14188,蓝莓园,1
14189,蓝莓,3
14190,溪流,1
14191,人神,1
14192,马蛋,1
14193,做大山,1
14194,撤,1
14195,大乔,1
14196,小乔,1
14197,叔侄,1
14198,阶段,1
14199,时空,1
14200,童心未泯小的涉世未深大的陷入怀念小的忙,1
14201,蜕变,3
14202,那些事儿,1
14203,生下来,1
14204,里边,3
14205,想和,1
14206,砖墙,1
14207,株,1
14208,榉树,1
14209,主干,1
14210,拔,1
14211,枝叶,1
14212,葱茏,1
14213,记事,2
14214,四五月,1
14215,大风隔窗见树影如獝狂可怖一到深秋,1
14216,枯叶,1
14217,掉落,2
14218,老树,1
14219,扩院,1
14220,伐乡,1
14221,木活,1
14222,软木,1
14223,一时间,1
14224,院内,1
14225,锯,1
14226,刺耳,1
14227,木屑,1
14228,一截,1
14229,秃,1
14230,桩,1
14231,半身,1
14232,嵌入,1
14233,墙体,1
14234,矮,1
14235,途中,2
14236,听呆,2
14237,大胆,1
14238,清瘦,1
14239,圆筒,1
14240,挎包,1
14241,扭,1
14242,跌落,3
14243,撞倒,1
14244,打伞,1
14245,下起,1
14246,前方,1
14247,狂奔,2
14248,几十秒后,1
14249,百米,1
14250,伞雨,1
14251,一再,2
14252,印,1
14253,棕色,1
14254,193路,1
14255,示意,1
14256,掉渣,1
14257,黄龙公交站,1
14258,眼熟,1
14259,面带,1
14260,Hi,1
14261,人越长大越会,1
14262,回头一瞬,1
14263,借用,1
14264,琼瑶,1
14265,大妈,1
14266,道Hi,1
14267,骚透,1
14268,路途,1
14269,那些事,1
14270,1617岁,1
14271,期末考试,1
14272,想不通,1
14273,本以为,2
14274,透彻,1
14275,300分,1
14276,日夜,1
14277,捉弄,1
14278,多不容易我的毕设做的春风十里,1
14279,鹿先森乐队,3
14280,赠予,1
14281,鹿先森,1
14282,爱音乐,1
14283,优质,1
14284,鹿先森鹿先森乐队,1
14285,MuKaSiMuKaSi,1
14286,从前从前,1
14287,alutokoloniwa,1
14288,yilufutali,1
14289,两个人儿,1
14290,sonofutaliwa,1
14291,siawaseni,1
14292,sonotokoloniwa,1
14293,zutokulasi,1
14294,冬大雪,1
14295,火炉,1
14296,脚边,1
14297,赏雪,1
14298,好动,1
14299,仓鼠,1
14300,肩上,1
14301,水瓶,1
14302,正盛,1
14303,鲜花,1
14304,盖上,1
14305,吵醒,1
14306,兰花清秋,1
14307,日葵花海,1
14308,清秋,5
14309,燕西燕西,1
14310,横幅,1
14311,风秀珠,1
14312,耳环,1
14313,小怜,1
14314,出家,1
14315,吐血,2
14316,柳公子,1
14317,燕西,4
14318,幻象,1
14319,冷清秋,2
14320,葡萄藤,2
14321,百合花,2
14322,金燕西,2
14323,绑,1
14324,降落,2
14325,冷清秋美,1
14326,白秀珠,1
14327,陈坤,1
14328,扮相,1
14329,纨绔,1
14330,明知,1
14331,良人,1
14332,回顾,1
14333,金粉,1
14334,世家,1
14335,唏嘘,2
14336,异世界,1
14337,清秋真,1
14338,过有骨气,1
14339,婚后,1
14340,秀珠,1
14341,观影,1
14342,年岁,2
14343,百听不厌,1
14344,熏,2
14345,三文鱼,1
14346,美奶,1
14347,滋,1
14348,嗯金海心,1
14349,大红大紫,1
14350,二人,2
14351,五味六欲七情八字九死,1
14352,冬哥,1
14353,六次,2
14354,杳然,1
14355,天涯四方,1
14356,前夕,2
14357,纵身,1
14358,跃下,1
14359,担架,1
14360,盖着,1
14361,栋,1
14362,应有,3
14363,美梦,2
14364,热望,1
14365,今天清明,1
14366,8个小时,1
14367,逃跑,1
14368,旅行团,4
14369,坐上,1
14370,lost,1
14371,train,1
14372,gala,1
14373,巴拉巴巴拉,1
14374,堆积,1
14375,浓烈,1
14376,孔阳,1
14377,质感,3
14378,如初,1
14379,些三十岁,1
14380,父爱,1
14381,消除,2
14382,怨恨,1
14383,海誓山盟,3
14384,蜗居,1
14385,白净,1
14386,同班,2
14387,打打,1
14388,闹闹,1
14389,永久,1
14390,零三个月,1
14391,第一次点,1
14392,重症,1
14393,监护,2
14394,室,2
14395,求求,1
14396,用完,1
14397,飞儿,1
14398,苟且,1
14399,他么长,1
14400,薄雾,1
14401,湖底,1
14402,ins,1
14403,推特,1
14404,接客帝,1
14405,腊肠,1
14406,雨天,2
14407,阴天,1
14408,一款,1
14409,分合,1
14410,去年十一月份,1
14411,第一天晚上,1
14412,夜里八点,1
14413,抱着我,1
14414,越来越少,1
14415,主题,1
14416,求不得,1
14417,可得,1
14418,环境,1
14419,桎梏,1
14420,枷锁,1
14421,天命,1
14422,渺小,1
14423,知其不可而为之虽,1
14424,吾,1
14425,往矣,1
14426,风坑,1
14427,有缘无分,2
14428,哀二胡,1
14429,凄,2
14430,三年复三年,1
14431,已逝,1
14432,媗,1
14433,衿莫,1
14434,庭,2
14435,枇杷树,3
14436,吾妻死之年所手植也今已亭亭如盖矣终南有坟名不老爱不老,1
14437,元狩元年淮南衡山事发陵媗皆下狱衿欲面之叩未央宫额血流地上弗允媗殒衿亲葬于终南后长安有歌曰茔茔蔓草岁岁不老风雨如晦死生为谁,1
14438,埋藏,1
14439,本质,2
14440,发小,2
14441,捉迷,2
14442,30年,1
14443,下潜,1
14444,深不轰头,1
14445,弹性,1
14446,结像,1
14447,底噪,1
14448,贴膜,1
14449,昂贵,1
14450,HiFi,1
14451,真实感,1
14452,使用,2
14453,水电,1
14454,穿透力,1
14455,良好,1
14456,准确,1
14457,患有,1
14458,轻度,1
14459,脚气,1
14460,长判断,1
14461,心率,1
14462,过高,1
14463,油腻,1
14464,藏了,1
14465,景色,1
14466,大漠边塞草原孤城狼烟浊酒雕弓上弦月,1
14467,赋予,5
14468,三月,2
14469,年少何忧素衣写风流邂逅佳人一点羞弦声落落幽情脉脉却把后事未旁留霁月不逢谂知深闺望江楼独怼杏花弦外雨半江信半江愁,1
14470,闻,1
14471,深巷,1
14472,杏花,2
14473,离校,2
14474,晚上十点,2
14475,回住,1
14476,靠窗,2
14477,弦外雨,1
14478,16年,4
14479,读研,3
14480,入魔,1
14481,3个多小时,1
14482,一个劲,1
14483,好多页,1
14484,5年后,1
14485,振奋人心,1
14486,凉风有性秋月无边亏我思娇的情绪好比度日如年,1
14487,大光头,1
14488,娘炮,2
14489,糟蹋,1
14490,安好备胎,1
14491,到老亲亲,1
14492,摄影集,1
14493,理会,1
14494,课间,3
14495,凝结,1
14496,水雾,1
14497,飘零,1
14498,转眼间,1
14499,俗人,1
14500,异国恋,1
14501,田亮,1
14502,郭MM,1
14503,十佳,3
14504,几码一个,1
14505,口红,1
14506,粉饼,1
14507,乒乓,1
14508,台边,1
14509,一拐一,1
14510,偷拍,1
14511,還給我好嗎求你,1
14512,回忆录点开播放美好记忆,1
14513,一个三十岁,1
14514,老姑娘,1
14515,卡片机,1
14516,博士,1
14517,0306年,1
14518,层出不穷,1
14519,传遍,1
14520,89757,1
14521,日中天力宏,1
14522,小情侣,1
14523,曲目,4
14524,唤醒,4
14525,尘封,1
14526,说起来,1
14527,环保,1
14528,文学,6
14529,惊为天人,1
14530,38岁,1
14531,48岁,1
14532,占为己有,1
14533,嗨歌,1
14534,14岁,1
14535,500块,1
14536,鼓棒,2
14537,2年,1
14538,地安门,1
14539,挥霍,1
14540,三元,1
14541,桥上,3
14542,1473块,1
14543,老老实实,1
14544,一万道,1
14545,无法抗拒,1
14546,心悸,1
14547,奔涌,1
14548,暖流,1
14549,夸,1
14550,晾,1
14551,内裤,1
14552,还珠格格,3
14553,当山峰,1
14554,养成,1
14555,杜甫,4
14556,草庐,1
14557,庇天下寒儒,1
14558,写写,2
14559,骂骂,1
14560,官府,1
14561,高端,4
14562,回溯,1
14563,项目,1
14564,诗词,1
14565,几百年前,1
14566,好坏,1
14567,选立,1
14568,主妇,1
14569,名人,1
14570,另辟蹊径,1
14571,称赞,1
14572,从来我也选,1
14573,掉头发,1
14574,洗衣液,1
14575,故梦原本,1
14576,墨明棋,1
14577,故梦,1
14578,黑白,2
14579,一切一切,1
14580,当受,1
14581,书法,1
14582,杂乱,1
14583,平平淡淡,3
14584,从词,1
14585,思,1
14586,味,1
14587,流露,3
14588,辞赋,1
14589,语法,1
14590,东拼西凑,1
14591,好曲子,1
14592,屈原,4
14593,楚辞,1
14594,国文,1
14595,恭维,1
14596,汉字,1
14597,美语言,1
14598,美词,1
14599,迟钝,1
14600,后知后觉吧汗,1
14601,论语,1
14602,离骚,1
14603,拌嘴,2
14604,朗读,1
14605,山鬼,2
14606,惊觉,1
14607,不归路大哭,1
14608,切题,1
14609,斌斌,1
14610,家斌,1
14611,踏踏实实,1
14612,不靠脸,1
14613,秦,1
14614,好机智,1
14615,看不上,2
14616,散伙,1
14617,毫无顾忌,1
14618,快步,1
14619,远行,1
14620,说什么,1
14621,徒,1
14622,增,1
14623,烦恼,2
14624,有一拼,1
14625,真的好非主流好羞耻好好听,1
14626,既往不咎我不好,1
14627,我人,1
14628,牙齿,1
14629,掉了,1
14630,也罢我若离去,1
14631,马特之歌,1
14632,巴掌,1
14633,大王,2
14634,有缘无分早知道,1
14635,年纪越大越会明白少年时曾说过的话不管多么情真意切,1
14636,流于,1
14637,谎言,2
14638,所言,1
14639,无一人像,1
14640,今生天涯,1
14641,不通,1
14642,里班,1
14643,郝鑫,1
14644,有我,1
14645,千千,2
14646,静听,2
14647,暗喻,1
14648,各话,1
14649,底裤,1
14650,分得,2
14651,浅尝,1
14652,语气,3
14653,惹我,1
14654,人装,1
14655,半分,1
14656,绝情,1
14657,分手时,1
14658,如愿,2
14659,陈老板,1
14660,VIP,3
14661,致谢,1
14662,第八年,1
14663,阿心,1
14664,胆,1
14665,林徽因,9
14666,金岳霖,5
14667,召集,1
14668,老友,2
14669,局,1
14670,沉沉,1
14671,举座,1
14672,晚年,1
14673,记者,3
14674,讨要,1
14675,崇敬,2
14676,金老,2
14677,事迹,1
14678,从头到尾,1
14679,万古,1
14680,不透,2
14681,惊鸿,2
14682,天下有情人终成眷属,1
14683,梁思成,1
14684,爱慕者,1
14685,志趣,1
14686,相投交,1
14687,长期以来,1
14688,毗邻,1
14689,居,1
14690,自始至终,1
14691,千寻瀑万古人间四月天的绝世挽联,1
14692,闭目,1
14693,献上,1
14694,花圈,1
14695,挽联,1
14696,喷薄,1
14697,吊唁,1
14698,天万古未变永世,1
14699,将至,1
14700,江南水乡,1
14701,江南皮革厂,1
14702,笛声,1
14703,王志文,1
14704,风韵,1
14705,三重,2
14706,第一重,1
14707,自在之物的风花雪月存乎山水之中天地之间第二重属人事物的风花雪月存乎高台暖帐袖里眉间第三重历史沿革的风花雪月存乎庙堂疆场丹青史册,1
14708,环环相扣九九归一意,1
14709,移物,1
14710,生死轮,1
14711,世道,1
14712,轮转,1
14713,红尘,6
14714,天下为公我为母,1
14715,气吞天河,1
14716,意曲解,1
14717,狐,1
14718,拆解,1
14719,灵气逼人深浅,1
14720,作一写,1
14721,拍案,1
14722,绝风花雪月,1
14723,数千年,1
14724,颂,1
14725,一言难尽狐不举,1
14726,炫,1
14727,一手,4
14728,好技,1
14729,31,1
14730,未婚,1
14731,筋疲力竭,1
14732,26岁,2
14733,后知,1
14734,1998年,1
14735,慢慢地,1
14736,12,1
14737,走走道,1
14738,撞树,2
14739,棵,2
14740,大树,1
14741,情意,1
14742,不确定,1
14743,磨难,2
14744,有夫之妇,1
14745,为敌为你,1
14746,受尽,1
14747,唐帆,2
14748,入神,1
14749,BiaJi,1
14750,by2,1
14751,天然,1
14752,劲,3
14753,五年五年后,1
14754,有多爱多爱,1
14755,空空如,1
14756,700分,1
14757,943分,1
14758,1011分,1
14759,2号,1
14760,4号,1
14761,551路,1
14762,1025分,1
14763,校门口,1
14764,后窗,1
14765,1230分,1
14766,9天,1
14767,78天,1
14768,胡俊杰,1
14769,超人嘛强,1
14770,示爱,1
14771,惊动,1
14772,叫醒,1
14773,门锁,1
14774,宿管,1
14775,校门,1
14776,老谦,1
14777,一声不吭,1
14778,娇,1
14779,翘课,1
14780,胆小,1
14781,说珍惜,1
14782,时间长,1
14783,武汉大学,1
14784,江苏,1
14785,夜里12个小时,1
14786,为省,1
14787,白华,1
14788,笑靥如花,1
14789,珞珈,1
14790,山东湖畔带不走的只有你给我爱笑的姑娘,1
14791,糖葫芦,1
14792,吉他版,1
14793,galaglish,1
14794,好不看,1
14795,枉费,1
14796,渴,1
14797,瓜,2
14798,獾猪,1
14799,猹,1
14800,叶子,1
14801,叉,1
14802,散爹,1
14803,咿嘶咖明,1
14804,咖,1
14805,呦,1
14806,一呃,1
14807,咖嘶,1
14808,铿锵,1
14809,有力,2
14810,大字,1
14811,后座,1
14812,悔过书,1
14813,一回事,1
14814,两条,1
14815,直线,1
14816,越走越远,2
14817,痞性,2
14818,班花,1
14819,改掉,2
14820,全力,1
14821,后院,1
14822,初吻,1
14823,粑粑,2
14824,麻麻,1
14825,很干净,2
14826,热听,1
14827,weiwei,1
14828,三秒,1
14829,地说,1
14830,飘越远,1
14831,麻雀,2
14832,枝头,1
14833,吱吱,1
14834,飞过,1
14835,粉笔,1
14836,窃窃私语,1
14837,树叶,1
14838,紧迫,1
14839,神色,1
14840,狠,1
14841,多一点点,2
14842,落尽红樱君不见轻绘梨花泪沾衣,1
14843,玩具们,1
14844,S级,1
14845,专员,1
14846,路明非,1
14847,高达,1
14848,战斗机,1
14849,路明,2
14850,sakura,1
14851,后妈,2
14852,龙族,1
14853,基调,1
14854,血腥,1
14855,绘梨衣,1
14856,寄,2
14857,刀片,1
14858,everybody,1
14859,口哨,1
14860,单色,2
14861,挖掘机,1
14862,好嗨,1
14863,昏昏沉沉,1
14864,定时,1
14865,体检,1
14866,身体健康,1
14867,张敬轩,2
14868,张智霖,1
14869,脱,1
14870,憾,1
14871,项脊轩志,1
14872,吾妻,3
14873,手植,2
14874,亭亭,2
14875,盖矣,2
14876,恶搞,1
14877,伐,1
14878,博小娘子,1
14879,凑合,2
14880,联名,1
14881,上书,1
14882,臣妾,2
14883,兄妹,1
14884,唱祝,1
14885,臭味,1
14886,清香,1
14887,好恶毒,1
14888,这个词,3
14889,词谱曲,1
14890,别版,1
14891,词像,1
14892,睡不稳,1
14893,忘不了咽,1
14894,照不见展,1
14895,捱,2
14896,不明流,1
14897,出远门听歌,1
14898,贼,1
14899,高涨,1
14900,购吐舌,1
14901,场地,1
14902,广关键,1
14903,红楼梦,1
14904,青春版,1
14905,发歌,2
14906,打乱,1
14907,母猪,1
14908,妹友,2
14909,过人,1
14910,早知道,2
14911,上车前,1
14912,欺骗,2
14913,灯火,1
14914,不满,4
14915,海拔,2
14916,4800米,1
